"Code","Course name","Course attributes","Course description","Course number","Course subject code","PeopleSoft course ID","PeopleSoft Equivalent Course Group","Topic","Twin Cities: Approved Liberal Education Requirement(s)","Twin Cities: This course is approved as Writing Intensive"
"SSM5612","Systems Approach to Building Science and Construction","-","Dynamic/interrelated issues of energy, moisture control, indoor air quality in residential bldgs. Emphasizes design, construction, and operational aspects to provide an energy efficient, durable structure, and healthy living environment. Interaction between moisture and wood products within building system.

prereq:  Graduate Student","5612","SSM","795787","03052","-","-","No"
"SSM5614","Building Systems Performance: Testing & Diagnostics","-","Theoretical basis for performance testing. Diagnostics applications for residential structures. Focuses on existing structures and retrofit/remedial applications. Digital differential pressure gauges, blower doors, airflow hoods/grids, duct pressure testing, infrared thermography. Hands-on sessions for equipment use, problem solving.

prereq: Grad student or instr consent","5614","SSM","795790","03053","-","-","No"
"SSM5616","Building Science I: Fundamentals","-","Building science theory, advanced applications for residential buildings. Focuses on heat/mass transfer.

prereq: Grad student or instr consent","5616","SSM","795788","03054","-","-","No"
"SSM5618","Building Science II: Applications","-","This course is intended to be a capstone applications course, where students will learn how to apply key building science principles (from SSM 4616/5616 Building Science I: Fundamentals) to common building enclosure and mechanical system problems. Students will be guided to develop both qualitative and quantitative solutions for many common energy, moisture, and indoor air quality problems facing contemporary buildings.

prereq: Graduate Student","5618","SSM","813276","03055","-","-","No"
"SST8000","Colloquium","-","Series of weekly lectures by nationally and internationally known scholars with diverse disciplinary and methodological backgrounds speaking on a variety of issues.

prereq: Grad SST minor","8000","SST","010660","-","-","-","No"
"SST8100","Seminar: Models, Theories, and Reality","-","Students participate in ongoing research on the role of models and theories in science, and prepare and present research papers.

prereq: HSci 8111 or [Phil 8601 or Phil 8602 or Phil 8605] or instr consent","8100","SST","010662","-","-","-","No"
"SST8200","Seminar: Philosophy of the Physical Sciences","-","Students participate in ongoing research in history, philosophy, and social study of physical sciences and prepare and present research papers.

prereq: instr consent","8200","SST","790917","-","-","-","No"
"SST8300","Seminar: The Biological and Biomedical Sciences","TOP - TOPICS (Topics Course)","Students participate in ongoing research in history, philosophy, and social study of biological and biomedical sciences, and prepare and present research papers.

prereq: HSci 8111 or [Phil 8601 or Phil 8602 or Phil 8605] or instr consent","8300","SST","010664","-","-","-","No"
"SST8400","Seminar: Science, Technology, and Society","-","Students participate in ongoing research on interactions involving science, technology, and society from perspectives of history, philosophy, and social study of science, and prepare and present research papers.

prereq: HSci 8111 or [Phil 8601 or Phil 8602 or Phil 8605] or instr consent","8400","SST","010666","-","-","-","No"
"SST8420","Seminar: Social and Cultural Studies of Science","-","Recent work; theoretical and methodological differences among practitioners; selected responses from historians and philosophers of science.","8420","SST","797092","00970","-","-","No"
"ST5661","Securing Cyberspace (Fundamentals)","-","The course is a two-course sequence which provides a comprehensive technical and logical foundation for defending an organization against cyber security threats. ST 5661 will be offered every fall and ST 5662 every spring.","5661","ST","815055","-","-","-","No"
"ST5662","Securing Cyberspace - Advanced","-","The course is a two-course sequence which provides a comprehensive technical and logical foundation for defending an organization against cyber security threats. ","5662","ST","815103","-","-","-","No"
"ST5663","Hacking, Breaking, and Poisoning: Red Teaming Cyber, Physical, and AI Systems","-","This course will focus on the methods, theory, applications, and techniques of conducting a practical vulnerability assessment from an adversarial point of view. From cybersecurity to physical security, from critical business functions to making organizational impact and articulating the need for change, this course will teach participants how to conduct, present, and leverage red team assessment methods to enhance organizational security and operational readiness. We will explore adversarial thinking, threat modeling, insider threats, and counterintelligence as we explore various ways to attack systems with the goal of making them stronger. The course builds on theories and research into red teaming and prepares students to be effective security practitioners and leaders. From breaking into government buildings to red teaming AI systems to hacking into websites, this course covers the wide world of red teaming as it applies across industries and departments.","5663","ST","827228","-","-","-","No"
"ST8109","Cybersecurity Foundations - Technology, Risk & Communication","-","Explore cyber security risks through evaluation of consumer driven technology concepts and their applicability to enterprise. Core technology concepts that face both consumers and businesses. How technology works, how to understand and communicate risks to business management, deliver actionable risk mitigation approaches. Security standards and benchmarks that guide industry. This course is also open to non-ST graduate students and non-degree graduate students who may register with permission/consent from the ST program. (DGS, DGSA or teaching faculty.)","8109","ST","811890","-","-","-","No"
"ST8110","Security Science and Technology Foundations","-","Essential areas of emerging science and pivotal technology disciplines for homeland security. Nanotechnology, sensor networks (biosensing, critical infrastructure protection), food and biosafety, cyber and control systems security, and secure energy technologies. Current state-of-the-art status for each technology, together with barriers and opportunities for commercialization.

prereq: Admitted student in security technologies program","8110","ST","805571","-","-","-","No"
